Hash,Ply,GamePly,FEN,HasCastled,Eval,Result
E5888A135F394CAF,65,92,N7/6Bp/2p5/3p1kp1/1bpP4/8/1P3PP1/6K1 b - - 1 33,1,40,0.5
394D963332826F4E,88,190,2r3k1/3q3p/6p1/pP1pB3/P3p1P1/4P2P/1Q3PK1/1N2b3 w - - 0 45,3,15,0.0
8D4D386E37CCD2BF,46,87,r1r3k1/5ppp/4p3/2BbP3/3P4/1p3P2/1P4PP/2R1R1K1 w - - 1 24,3,25,0.5
D496952885243E7A,63,85,2r5/4pk2/1p1pbn1p/p1r3p1/P1PR1P2/1P2NBP1/1K1R3P/8 b - - 0 32,1,72,0.5
19753FD76CE80DD3,35,101,r1bq2k1/1p4pp/2pbpn2/p2pNp2/2PP4/1P3PP1/PB2QK2/2R2R2 b - - 0 18,3,8,0.5
1C2DABBAF1DD462A,69,99,6k1/5pp1/pR1bp2p/P7/5P2/5NPK/P1r4P/8 b - - 1 35,3,77,0.5
432D8BEC7BBCBF1F,39,58,1r2k2r/2Q2ppp/P3pn2/1q1b4/1b1N4/8/1P1N1PPP/R1B3KR b k - 2 20,0,98,0.5
82AF947A0D9BD911,42,80,r1b2rk1/4qpp1/2p4p/4P3/1b2P3/pP3N2/B1PQ2PP/2KR1R2 w - - 0 22,3,-183,0.0
1C49CFC591750635,62,127,8/3b1pk1/5np1/2R5/1r5p/2N2P2/1P4PP/4KB2 w - - 12 32,3,39,0.5
9D2025F2D9531C1C,71,182,7r/1p4p1/2p1bp1p/p1k1p2P/P1P1P1P1/1PK2P2/2B5/1R6 b - - 0 36,3,-125,0.5
3DD99CD677C9F407,30,166,r2q1rk1/1pnbppbp/2pp2p1/8/pPPP3N/2B3PP/P2QPPB1/2R2RK1 w - - 1 16,3,13,0.5
A587732DFAC7218D,119,190,8/8/3q4/1k1p4/p5PK/4Q3/8/8 b - - 4 60,3,-278,0.0
5598C1F2AE73BEBD,20,131,r1b1k2r/p1p1nppp/1bpp4/8/4P2q/2NB4/PPPQ1PPP/R1B2R1K w kq - 6 11,1,45,1.0
F75EB8D81E801ED0,119,143,2R5/2K2k2/2P5/8/8/8/3r4/8 b - - 3 60,1,390,1.0
F652F1E36B0B7A43,22,52,r3k2r/pp1bb1pp/2nqpp2/1Bp5/8/1PB2N2/P1PPQPPP/R4RK1 w kq - 2 12,1,-6,0.0
EC0E26E84ADCC521,46,293,1rq1r2k/1b1n1pp1/p3p2p/Q1p1P3/R2p4/1P3PB1/P1P1B1PP/2KR4 w - - 0 24,3,1,1.0
7DF66373B5A6D1D5,58,73,5k2/p1q1b2R/bp2prB1/n7/2P5/Pr2PN2/2Q2PP1/3R2K1 w - - 3 30,2,108,1.0
ACE0FEADA189102B,171,200,3R4/8/2p1b3/2k2p2/3p2p1/1p1P2P1/1K2P3/8 b - - 1 86,3,-75,0.5
7AE2CE1398D70479,31,164,rnbqr1k1/1p2bppp/5n2/p2p4/3P1B2/1NN2PP1/PP4BP/2RQR1K1 b - - 3 16,3,41,0.0
236C9534DBBA0F87,36,122,2rq1rk1/3n1pp1/4pnbp/p1p5/1bPP2P1/5N1P/PB1N1PB1/R2QR1K1 w - - 1 19,3,-25,0.5
385832A06BF6CC56,72,149,8/r2n1pk1/1pb2n1p/5Bp1/1PP5/N3B3/6PP/2R3K1 w - - 2 37,3,2,1.0
5F652EFC30910897,36,63,r3k2r/1bqnbp2/pp2p3/3pP2p/1P1N1Bp1/1NP5/P3QPPP/R3R1K1 w kq - 2 19,1,-57,1.0
0FB493B2D63F632A,78,100,6k1/3R4/5Bp1/p1p4p/8/bp3PP1/7P/6K1 w - a6 0 40,3,594,1.0
01791C24399A0171,88,118,6r1/p2q1k2/4pP2/1PRpP1BP/6Q1/P7/3b3P/6K1 w - - 3 45,1,-55,0.0
AD42F2CA770A0A30,151,175,8/8/5bP1/1K6/p7/kp6/8/1B6 b - - 11 76,3,-374,0.5
CDE07FFD6686F15F,105,194,8/2bk4/5p1B/2pP1P1p/2PpB1pP/3P2P1/2b2K2/8 b - - 14 53,3,58,0.5
17D39A675421031D,90,142,b2q4/6k1/1p1pB1p1/1PpPp3/P1N1Pn1b/2N2P2/3Q4/3K4 w - - 12 46,3,167,1.0
2E14C52055844AEF,83,122,3r4/2kP4/5R2/p2p4/Pp6/8/8/K7 b - - 1 42,2,-404,0.0
68A93779AF239338,181,400,8/6p1/2bB1p2/2P2k1p/7P/5P2/5KP1/8 b - - 4 91,3,133,0.5
6B72472BA34061DC,71,83,8/2p2p1p/3k2p1/p7/PbbP3P/2p1KPP1/2B5/1R6 b - h3 0 36,3,49,0.5
E6AFBD3D1079F3A3,28,59,r1b2rk1/pp3pbp/2nqp1p1/3p4/5P2/1NPBRN2/PP2QPPP/R5K1 w - - 8 15,3,41,1.0
DFF3E23597A2279C,33,144,r1b2rk1/3nq1b1/3p2pp/1BpPp3/4Pp2/2N2N1P/PP2QPP1/2KR3R b - - 0 17,3,-12,0.0
A7D3F17FF2B15D35,108,179,4b1N1/8/6kn/r1NRP1p1/5p1p/5P1P/5KP1/8 w - - 1 55,3,230,0.5
C76976BEF5553C7F,36,112,r4r1k/pppq1bpp/1nn5/5p2/1b1P4/2NBPP2/PP1B2NP/2RQ2RK w - - 6 19,3,104,1.0
2239DCE9D1978766,76,120,6k1/R6p/6p1/p2P4/8/4r2P/8/6K1 w - - 0 39,3,3,0.5
9179BFB2512A758B,48,60,1r1q1rk1/p4pbp/2n3p1/2N1p3/4N3/1P4P1/P4Q1P/B4BK1 w - - 1 25,3,-559,0.0
A6856F33C710508C,59,196,1r1q1bk1/2R2pp1/4p2p/r7/p1RPB2P/P1Q3P1/1P3P2/6K1 b - - 4 30,3,126,0.5
BF1A3D7183B7BC36,39,113,2r1kb1r/1p1n1p1p/q1n1p1p1/p2pP3/B2P4/PQ2BN1P/1P3PP1/R4RK1 b k - 10 20,1,121,1.0
D8BCF64B30A7EB66,51,66,8/1p2npk1/3p1q1p/1B2p1p1/1P2P3/2rPQPP1/5PK1/2R5 b - - 1 26,3,91,0.5
C84775D4B9E05EB5,89,236,8/2R2p2/4p1k1/3bP1p1/6Np/5P1P/4r1P1/6K1 b - - 11 45,3,-93,0.5
3A42644FEF341016,99,183,2r2bk1/3q3p/4p1p1/1b1P1pP1/r1p2P1Q/p1P4R/6BP/R1B3K1 b - - 0 50,3,-290,0.0
B9858131F3FF9ABD,57,80,2r4r/1p3kp1/p3bp2/2P1p2p/1P1p4/P7/1K1R1BP1/4R3 b - - 0 29,0,-634,0.0
8B0655E2E1E36009,129,150,r7/PR6/1p1p4/1P2k3/3n4/3B2KP/8/8 b - - 10 65,3,374,1.0
83EC8F63E39D8CFB,70,137,5Q2/kprq1p2/1R6/1R2pb2/r5p1/6P1/4BPPK/8 w - - 4 36,3,58,0.0
C7C075089DEB52D6,94,136,1k6/1p2R3/2p5/3b2P1/r7/8/2P2K2/3B4 w - - 0 48,3,256,1.0
D7554D640C8B685F,36,139,1r3rk1/2q1nppn/ppbp3p/2p1pP2/2P1P1PN/2PPB1KP/P5B1/1R1Q1R2 w - - 0 19,3,16,1.0
7D79B258F3E20750,37,76,r1rq2k1/1p2ppb1/2bp2p1/p1n4p/2P1P3/1PN1BPP1/P1RQ3P/1R3BK1 b - - 0 19,3,58,0.5
13651A9FFDCE5DF8,44,128,r3r1k1/1qp2pp1/pbN1pn1p/1p4N1/3P4/4P1P1/PP2QP1P/R1R3K1 w - - 0 23,3,121,1.0
0C5D599D3E09269E,44,65,5rk1/2P2p1p/b5p1/q5N1/8/1P4P1/1PQ2PP1/2B3K1 w - - 0 23,3,296,1.0
A0FD9154E0BD9D39,26,54,r1b1qr2/pp2p1k1/n2p1p2/2pP2pn/2P1P3/2N2N1P/PP1Q1P2/R3KB1R w KQ - 0 14,2,107,1.0
DF4DBA13FBD9FC4C,99,182,8/1p6/1k1r1p2/1PbP4/2P5/p2Bp3/6PP/5R1K b - - 0 50,1,-452,0.0
84A0CD3B21A6BEF0,42,206,r1b3k1/pp3p1p/6p1/3p4/5b1q/2PB1Q1P/PP3P2/R2R2K1 w - - 0 22,3,1,0.5
7BA822B4BC33361C,76,90,qr6/3knQp1/3Np3/3pP3/1p6/b3R2P/5PK1/R7 w - - 7 39,1,273,1.0
8F38B74191F956C0,37,184,r1n2rk1/2qbbppp/p2p1n2/P1pPp3/1pP1P3/1P1B1N1P/3NQPP1/R1B1R1K1 b - - 1 19,3,96,0.0
AC5C7DBF2A8AA530,81,100,6rk/7p/2Q2p2/4b3/6q1/2pR2P1/2R1P2P/7K b - - 6 41,3,178,0.0
B3967453ED1868E9,54,250,rnr3k1/4bppp/2b1p3/3pPP2/3B4/p1PB4/K1PN2PP/1R5R w - - 0 28,3,22,0.5
CFE5246FDE61664C,64,128,7r/1pp1kpR1/4pn2/8/8/2NB4/PPP1KP2/8 w - - 1 33,2,604,1.0
D9F4B8D07875C584,101,120,1B6/P1K2p2/4knpp/5p2/1P6/8/8/8 b - - 0 51,3,774,1.0
C90E6FBEA235549B,39,80,4rrk1/1p1qn1bp/p2p2p1/2p2p2/2N2P1P/2PP1QP1/PP4K1/R1B1R3 b - - 2 20,3,-36,0.5
F108CA8D9A5DE22B,53,112,3r4/5pk1/1p1p2p1/p1rPpq1p/R7/1PP4P/1P2QPP1/3R2K1 b - - 4 27,3,-57,0.5
3A6D4225A0462472,98,159,2r3r1/P5k1/1Bn1pp2/3b3p/8/2R2P1P/2Q3PK/8 w - - 3 50,1,807,1.0
AC3F746771C78462,173,184,8/8/6PK/8/5k1P/3b4/8/8 b - - 0 87,3,2,0.5
0E973ADD000E7E5D,33,127,r1b1k3/p2pnpp1/2p3p1/1p2P2r/3p4/1B1P2B1/PPPR1PPP/R5K1 b q - 0 17,1,-21,1.0
BE9F36351FCC3752,26,115,r1bq1r2/1pp1bppk/p1n3np/4p3/8/1BPP2NP/PP3PP1/RNBQR1K1 w - - 4 14,3,-19,1.0
B6F46F912858603E,119,164,8/kp6/p1p5/P1b3Q1/5R1p/4nP2/2q1RK2/8 b - - 1 60,3,-647,0.0
679E5158FC0A2795,24,148,rn3rk1/pbp1n1p1/1p1qp2p/5p2/3PP3/2N2N2/PPQ1BPPP/3RK2R w K f6 0 13,2,88,0.5
AC33BA51AD128F2B,44,84,2r2rk1/3p2pp/1q2p3/1N4b1/Pp3n2/3B3P/1PQ2PP1/R4RK1 w - - 9 23,3,-64,0.0
110E20AAA8F161E5,222,263,8/5pk1/6p1/7p/5N1P/r5P1/4R1K1/8 w - - 73 112,3,378,0.5
F2B8E9D85821E504,72,122,8/6k1/5pp1/2r1p2p/7P/r4P2/1N1RBKP1/8 w - - 2 37,3,46,0.5
6E6FB32B98FE4C1E,130,151,3q4/3P2k1/8/P4p2/7p/1P6/8/3R1K2 w - - 0 66,3,30,0.5
AA4699A27A094EC6,31,64,2r2rk1/1p3ppp/p1b1pn2/3pN3/3P4/qPPB4/P2Q1PPP/R4RK1 b - - 1 16,3,61,0.0
CBD223B930AA86FB,12,89,r1bqkb1r/pp1n1ppp/2n1p3/2PpP3/8/3B1N2/PPP2PPP/RNBQK2R w KQkq - 3 7,0,-33,1.0
CE9EF17C5999473C,84,128,3R1b1k/4r2p/p4pn1/2N2p2/1PQN1P2/6PK/8/1q6 w - - 4 43,3,81,0.5
71744C296C76CFBA,71,138,8/2k5/1p2p2p/1Pbr4/P1N1Kp2/7P/5P2/2R5 b - - 6 36,2,55,0.5
1B12EB153A08CA2B,64,100,5nk1/1R3p1p/2p1p1p1/3p4/3P1bPP/1N1Bn3/5P2/6K1 w - - 1 33,3,211,1.0
BBF74778BDFB9CC3,28,75,r2q1rk1/4ppbp/3pbnp1/pB1Nn3/1p2P1P1/1N2BP2/PPPQ3P/1K1R3R w - - 2 15,3,-43,1.0
042222B252AA2EA2,35,84,rn3r2/4ppbk/3p2pp/1PpP4/4q3/4BN1P/1P1Q1PP1/3R1RK1 b - - 0 18,3,-136,1.0
C09622E948CE456E,153,194,8/2k5/6pK/8/8/8/8/8 b - - 7 77,3,-15,0.5
09F3152BA6AF8F81,36,231,r1b2rk1/p5b1/2p2pp1/q1pp4/N1P2PPp/3P2nP/PP4BK/R1BQ1R2 w - - 1 19,3,176,0.5
9AE3D80EFEF37807,30,155,rnb2rk1/p4pp1/1pPp3p/2p1p2n/2P1P2B/2PB1P2/P3N1PP/R3K2R w KQ - 1 16,2,75,0.5
FE0FDB30C68F24ED,152,202,3Qbk2/4b3/5p2/5Pp1/6Kp/p6P/P7/8 w - - 50 77,3,366,0.5
8223A52FC202C1BA,46,113,3r1rk1/1pp2qp1/1p2b2p/2nNp3/2P2p2/5P1P/PPBQ2PK/2R1R3 w - - 0 24,3,-65,0.5
B40B3D8088BF1914,117,282,6k1/p3r2b/1rpb1p2/p1Np2p1/P2P2Pp/1PRNP3/3K1PP1/5R2 b - - 15 59,3,27,0.5
F5CE0C5DFAAE7327,74,270,6k1/1p1b3p/3p2r1/p7/PnP1Pn1B/2N1bN1P/1P4BK/3R4 w - - 3 38,3,-76,0.5
FFCA9A98B9799CFC,194,285,4R3/1R6/1pk2b2/p1p2r2/2Pp3p/1P6/P3K1P1/8 w - - 41 98,3,245,1.0
FBEB4843DB824C6B,31,95,1rbqr1k1/2n2pbp/p2p1np1/1ppPP3/P7/2N2N1P/1P3PP1/R1BQRBK1 b - - 0 16,3,62,1.0
EE4A5D5F49AB133B,23,120,r2qk1nr/3nppbp/p2p2p1/3Q4/1p2P3/4BP2/PPP1N1PP/2KR1B1R b kq - 0 12,1,-8,0.5
62FE28AA65515D59,103,148,8/1kp5/2p5/4N2p/p7/P1K5/1P3R2/7r b - - 10 52,1,285,1.0
B82C427732B1F43D,94,203,7r/1bk5/1p2p1n1/3pPpP1/2pP4/2P2B1P/1B5K/R7 w - - 1 48,3,87,1.0
5B1356384CA2D972,46,88,k6r/pq2bp2/1pn1p1pp/3rP3/1P1pR1QP/P2P1NP1/5PK1/R1B5 w - - 2 24,3,18,0.5
2D9DCE1AF9F17806,120,170,6k1/5p2/8/2b2N2/8/5PP1/6K1/8 w - - 1 61,3,181,0.5
3F42E8970FADA0A8,56,130,2r4r/pp1bk2q/4p3/3pPnb1/2pP2p1/2P3B1/PP3QNP/R2R1NK1 w - - 3 29,1,-89,0.0
20574E0270CC3EB3,134,151,8/8/4K2k/6p1/6P1/5P2/8/8 w - - 4 68,3,455,1.0
56ECDD4B0D581148,55,134,1r6/p3pp2/2p2b1k/2N1n2p/1P2P1pP/2B3K1/1PP3P1/3R4 b - - 0 28,3,81,1.0
7375A0FC1E896A73,80,106,5k2/1p3p2/1q1p2p1/1P1Q3p/7P/1P3PP1/4K3/8 w - - 1 41,3,49,0.5
D3BAE7A1648A6FC4,22,63,2rq1rk1/pp1bppbp/3p1np1/4n3/3NP3/2N1BP2/PPPQB1PP/1K1R3R w - - 1 12,3,72,1.0
3275F02836EE966F,62,124,1q1r4/1p2bpk1/pNbppp2/P5r1/1P1QP2p/1P3B1P/2R2PP1/2R4K w - - 5 32,1,-23,1.0
9F9EF734FB628F14,95,147,3b4/3n1pkn/b7/p1p2q2/P1PpB1p1/1Q1P2P1/3B1P2/4NNK1 b - - 1 48,3,-14,0.5
5EF438B38C1911EB,113,146,3R4/5p2/8/2p3pk/6r1/7p/2K5/8 b - - 1 57,3,-1213,0.0
D009E862FD058AA2,117,269,8/1B1n4/3k1p1p/4pPp1/1n4P1/2N1P2P/3K4/8 b - - 26 59,3,-7,0.5
FBACF695F1EABA69,32,190,r3k2r/1b2qpb1/p3pn1p/1pnp3P/6p1/2PBP1B1/PP1NNPP1/R2QK2R w KQkq - 0 17,0,-44,0.0
FCAE2102EB954206,23,63,r4rk1/ppp1qpbp/2n1b1p1/3np3/4N3/PP2P1P1/1B1PNPBP/R2Q1RK1 b - - 0 12,3,-33,1.0
A5B41E2FDCA3A529,72,102,4kr2/5p1Q/B3p3/P2bP3/1p1r3p/2n2P1P/3b2P1/4R2K w - - 3 37,1,-428,0.0
D6B9A969EDBC9353,94,134,8/5pk1/4pn2/r7/2R1P3/5KP1/2R5/8 w - - 3 48,3,339,0.0
E13BEBD4ACC07BF1,48,77,2k3r1/ppr2p2/3p4/2qp4/8/7R/PKPQ1PPP/3R4 w - - 2 25,1,-64,1.0
58825A965AA850BE,70,106,8/6bk/6p1/4pp1p/r2p4/3P1PPP/2RN2K1/8 w - - 1 36,3,-141,0.0
A9C8DA095D2A815E,49,89,r1bqn1k1/p5rn/1p1p3b/2pPp2p/1PP1Ppp1/PNN2P2/R1K2BPP/Q3RB2 b - - 3 25,3,-124,0.5
884F877DD3B4EAD8,72,117,8/5pk1/3qpn1p/pP6/2Bp2P1/1P4P1/P3Q1PK/8 w - - 1 37,3,41,0.5
4E151FEF1D68E0AA,27,113,2kr3r/pp1qppb1/2n3p1/2p4n/2NpPP1p/3P1N1P/PPP3P1/R1BQ1RK1 b - - 8 14,3,-148,1.0
B32BA1D4BB41BDB8,45,122,r5k1/2q2pbp/rpp1pnp1/2Pp4/1P1P1P2/1RN2NPP/2Q2PK1/1R6 b - - 2 23,3,-32,0.5
6D0C5854C2B1D875,29,109,1r1qk1nr/p1p2pb1/2ppb3/8/2N1P1p1/2PB2P1/PP3P2/R1BQR1K1 b k - 0 15,1,53,0.5
502CF3D6B50E7B57,41,231,r1kr4/3n2pp/2p1np2/1p2p3/pN2P3/P3RP2/1PP1N1PP/2KR4 b - - 3 21,1,-31,0.5
FF3FEE28E7984AC2,37,89,3q1rk1/2p2ppp/3p1n2/4p3/4PP2/6P1/rP2Q1BP/2RR2K1 b - - 0 19,3,-197,0.5
42FEDEA2C119E139,27,63,r1bq2k1/pp1n1p2/2p2n1p/3p2p1/3P4/2NB1NPP/PPP3P1/R3Q1K1 b - - 0 14,3,56,1.0
28D9826E126DC0AE,32,72,r2q1rk1/2p2p1p/p3b1p1/2bpP1N1/Ppn5/8/1PB1QPPP/R1B2RK1 w - - 0 17,3,-82,0.0
1EFCCE2E14B615E4,172,188,8/5p1k/6p1/1K6/3q3p/8/8/8 w - - 0 87,3,-4051,0.0
9D4D80554A67528D,23,117,r1b1k2r/1p1nbppp/p2ppn2/6B1/4PP2/qNNB4/P1PQ2PP/4RRK1 b kq - 7 12,1,-104,1.0
3862EDB3BB0B90D0,89,118,5r2/4k3/1p1n4/p2Bp3/5bP1/B2R3p/P7/7K b - - 3 45,3,-176,0.0
E538F914B49B0203,147,192,6k1/6p1/8/2R3P1/1R5P/P7/1K4b1/7r b - - 0 74,3,731,1.0
F477EF53DC8BB44A,83,161,3b2k1/3n4/4b1q1/2pr4/p1N2RP1/P1Q2P2/3N1BK1/8 b - - 1 42,3,43,1.0
1362804128E01CFF,99,155,1r6/p7/P1p1n3/3pPrbk/1N1P1p1p/2P2R1P/3B2RK/8 b - - 6 50,3,-20,0.5
9AA38C22E19D2801,64,128,1b5r/1p2r3/p3qpk1/P2p1p2/1P1Pn1pP/2N1PN1P/2R2PQ1/2R3K1 w - - 1 33,3,-42,0.0
44A1015786343394,43,60,r5k1/2p3pp/3bp3/pr6/2R5/1P2B3/P4PPP/3R2K1 b - - 2 22,3,69,0.5
CA5ED875BDA927D1,120,241,8/1BQ5/4pk1p/8/1p6/1q6/6PK/8 w - - 9 61,0,374,0.5
BCCBE8779213CF73,49,77,r4rk1/qp1n2pp/3p4/1RnPpb2/p1N5/2N1QPP1/P6P/4KB1R b K - 1 25,2,-173,0.0
138A587841999D7A,68,127,4b3/p3r2k/2R5/3n3p/Nr1PpP2/1P5P/P2R1PB1/6K1 w - - 1 35,3,233,1.0
541151F890584A94,27,80,r1bq1r1k/pp2b2p/1np1pp2/P4p2/3P1Q2/2N2N2/1PP1BPPP/R4RK1 b - - 0 14,3,81,0.0
26BCD2877C90B5F4,110,193,1r2r3/3q1pk1/1pn2b1p/3p2pP/P2pP3/R2P2P1/1Q1BNPK1/2R5 w - - 0 56,3,-7,0.0
861E22E5475B750F,128,148,8/1p6/8/8/2P2bK1/1P2kp2/8/8 w - - 3 65,3,-1526,0.0
B76048ED580D3C9D,69,138,7r/3r1k2/pq2pp2/2pn1p1p/Pp3P2/1P1PP1PP/2RN1Q1K/6R1 b - - 3 35,3,-101,1.0
40CFA834409537CA,132,315,5b2/Q4P1k/2N3p1/3p3p/4n3/8/5r2/3K4 w - - 18 67,3,-193,0.5
517736A4C466323B,56,130,3r1r2/1ppk4/2n5/p1P4p/2PpR1pP/6B1/PP4P1/4R1K1 w - - 2 29,1,-104,0.5
C2FD26719975F352,143,161,8/8/k1p5/b3B3/3P4/2N3R1/b1K5/5r2 b - - 1 72,3,-116,0.5
5508F6632825EEF9,44,72,4rbk1/2p2q1p/3p2p1/p1p2b2/N1PB4/1P3P2/P2Q2PP/3R2K1 w - - 0 23,3,43,0.5
8C2EE92D96095AC0,98,160,5k2/2Q2Bb1/5n2/7p/7P/4p1P1/4P3/6K1 w - - 7 50,3,2381,0.0
74C9B77855697886,48,77,6k1/p5pp/1p2p3/5p2/3P2n1/P7/1P2K2P/2R5 w - - 1 25,2,229,1.0
07E3C87E082857CE,53,99,r4rk1/pbq3b1/1pn1p1p1/2P1PpQ1/5P2/2P2B2/P2N2PP/R3R1K1 b - - 0 27,3,-207,1.0
17D7D7082558753A,166,241,8/kP4p1/P5Kp/2n4P/6P1/2b5/8/5B2 w - - 25 84,3,-128,0.5
395B20D70E76D8EE,83,154,8/1p4p1/p4pk1/3p1n1p/3Pq3/1P2B2P/P2Q1PP1/7K b - - 3 42,3,-98,0.0
83E660BF143835D2,149,269,5k2/8/2p2p2/4p3/1P2P3/2Pq1P2/5K2/4Q3 b - - 4 75,3,116,0.5
59A89EDFE7B36F0A,23,304,r1b2rk1/1pq1bppp/p1n1pn2/8/3P4/PBN1BN2/1P3PPP/R2QR1K1 b - - 2 12,3,-13,0.0
19AD93BB2FD20C47,132,143,8/5k2/3p4/P2p1p1K/3B1Pr1/8/4b3/3R4 w - - 21 67,1,-95,0.0
38401C649CE620AB,18,70,r2qk2r/1p1bbppp/p1nppn2/8/3NPP2/2N3P1/PPP3BP/R1BQ1RK1 w kq - 1 10,1,21,0.0
5B2836E1A663D28E,78,150,4q1k1/3r4/2pp4/2p1rPp1/P1P1PbPp/1P1R4/4RB2/4Q1K1 w - - 5 40,3,198,1.0
245C5AC8D790998F,106,123,8/r6k/r7/8/2R2P2/6PK/8/8 w - - 1 54,3,-101,0.0
3E6DC2337D7EA54D,97,156,8/1p6/p3k1p1/P4p2/4p1pP/4P1P1/R4N1K/2r2b2 b - - 5 49,3,-567,0.0
365FE79B04F1EA5B,21,94,r1b1k1nr/2p1p1bp/p1p2pp1/8/1qpP1P2/4PN2/PPQN2PP/R1B1K2R b KQkq - 3 11,0,41,0.0
922BB5BD33881D1E,27,161,r3k2r/pp3pp1/2p2np1/2b5/P1B1P3/2N2P2/1P4PP/R3K2R b KQkq - 0 14,0,-86,0.5
9D191372C21FC632,74,119,3r2k1/b4pp1/7p/1q6/p2pQ3/3N2PP/1P2RPK1/8 w - - 0 38,3,-53,0.5
5AB472552E637EBB,118,217,4q3/2r4k/2p1pn1p/1p6/3PPPp1/3NQ1P1/P1R4P/6K1 w - - 10 60,3,364,1.0
2821F4816FCED45C,59,129,4qnk1/p5b1/1pr1b1pp/8/N1Pp4/BP1P3P/P5Q1/4RRK1 b - - 3 30,3,196,1.0
67C1A49FCE96CA1D,81,113,5k2/4r2n/1p4QP/p1b1N1P1/P2n1P2/3P4/1P6/5K2 b - f3 0 41,3,945,1.0
0627D3A00DC3C4F5,35,53,r1br1n2/1p2q1kp/2p2pp1/p1n1p3/4P3/3BQNNP/PPP2PP1/R2R2K1 b - - 1 18,3,-47,0.5
E5859305C799AE15,72,111,5rk1/Q2b1qp1/2p1p2p/R2pP3/pP5P/P2B2P1/K1P5/8 w - - 0 37,3,233,1.0
60C8BA4B3DBAA1F9,97,118,4r3/5pp1/3p3k/p2PnR1P/8/P3b3/2P1B3/1K1R4 b - - 2 49,3,7,0.5
5B173FC27AC08ECE,27,72,r1r3k1/p4pp1/b1p1pn1p/q2p4/1bP5/3BPN1P/PPQ1NPP1/R4RK1 b - - 0 14,3,-19,0.0
B233FB6BF3FF2955,35,105,1rb2rk1/4bppp/p1nppn2/q4P2/Np2PB2/1B4N1/PPP3PP/R2Q1RK1 b - - 3 18,3,-38,1.0
F31D1EB3A6C29142,117,178,3RQbk1/3n1p1p/6p1/1q1P2P1/7P/1P6/K2B4/8 b - - 8 59,3,725,0.5
71870251608D6AD1,49,123,5rk1/2q1bpp1/1N2pnn1/2P4p/2Q5/1N2B3/PP4PP/3R3K b - - 1 25,3,89,0.5
2747103D9043BC82,89,107,8/8/1r6/3k1bp1/8/3p1P2/1P1K3R/3N4 b - - 7 45,3,-15,0.5
3653D33F1DD4E166,131,211,8/4k2p/r7/2KP3P/8/8/8/5R2 b - - 26 66,3,219,1.0
AAF0E0C95D5B5D86,38,110,rr4k1/pq2ppbp/6pn/8/Q7/1PN4P/P1PB2P1/2KRR3 w - - 2 20,3,18,0.5
F825F28D6148D91D,36,107,r4rk1/1pp3qb/n2p1n1p/pN1P2pP/2P1p3/PP4N1/3QBPP1/3RK2R w K - 3 19,2,85,1.0
9423FE5BD793B953,83,116,4R3/8/p1r2k2/Pp1p1Pp1/6P1/4K3/1P6/8 b - - 8 42,3,213,0.5
4725EE651418D696,41,62,2k4r/pb2bp2/1pp1p3/5p1p/2Pr2n1/1PN2BNP/P4PP1/2K2R1R b - - 0 21,3,-385,0.0
24C233B57A6D4251,22,156,rnb2rk1/pppp2pp/8/3P1p2/4n2q/2PBN3/PPQ2PPP/RN2K2R w KQ f6 0 12,2,143,0.0
AA19734679F6A6F8,148,309,8/5k2/R3p3/4bpB1/7P/3K4/8/5r2 w - - 12 75,3,-104,0.5
3FCC689CB65006C6,74,92,n3nr1k/5pp1/1b1p3p/3P1NPP/1pBB1P2/pP6/P7/1KR5 w - - 5 38,3,341,1.0
E50DB6F7238710B8,52,129,r1b1nbk1/2p3r1/p2p1q2/3Pp1pp/PPN1Pp1n/2R2P1P/4BNP1/3QBRK1 w - - 1 27,3,22,1.0
0ACCAEE87D2B3768,54,120,3r4/p3p2p/1np2kp1/2Rb4/1P6/P4P1P/4BKP1/3N4 w - - 5 28,3,109,0.5
C2119AC1FA1C3564,82,131,2r5/R1pb4/1p1p1np1/3P1p1k/2P1P2p/2N1KN1P/6P1/8 w - - 4 42,3,110,1.0
7D656D473C3F2E9B,30,247,r2q1rkb/2pb1p1p/1p4p1/2pPp2n/p1P1P3/2N2NPP/PPQ1BPK1/3R3R w - - 2 16,2,103,0.5
E8E99DE09BC102A6,68,164,8/4bk2/8/p1p1pp1p/PpP5/1P3PPP/3BK3/8 w - - 5 35,3,29,0.5
F1C198AAEDF895BA,78,102,8/4kp1p/6p1/3P4/4P1P1/1q3P2/3Q2KP/8 w - - 1 40,3,508,1.0
87E5411FA7923185,61,173,b4rk1/2N1bp2/5npp/r2p4/p1pB4/4P2P/PP2BPP1/2RR2K1 b - - 6 31,3,50,0.0
23E18F5D1512F39C,69,148,4r3/5pk1/5q2/1p1Pp1p1/p2nB1Q1/P5P1/1P3P2/4R1K1 b - - 5 35,3,92,0.5
D85F9D419E5D8CCB,26,46,r3k2r/p1qppp1p/2p1n1pb/4P3/2P2P2/2NQB3/PP4PP/R4RK1 w kq - 1 14,1,193,0.0
772473E7AF7FF046,54,151,1r6/5pk1/1r3n2/1pNpn2p/1P6/4P1PK/4BP2/2RR4 w - - 1 28,3,117,1.0
47891468BB9D4815,62,94,r7/pp3pkp/2p1n3/3p2P1/P2qr3/Q4R1P/1P6/R6K w - - 2 32,3,-890,0.0
